id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,categoria_general,link
18577,women,Apparel,topwear,tshirts,Purple,Fall,2011.0,Casual,Puma Women Riddim Purple Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/deba4c277acb6165dff0319b508bab80_images.jpg
6954,women,Apparel,topwear,tops,Pink,Summer,2011.0,Casual,s.Oliver Women Striped Pink Top,top,http://assets.myntassets.com/v1/images/style/properties/eb90c63269d78703d5d96d0738a95658_images.jpg
6168,men,Apparel,topwear,tshirts,Red,Summer,2011.0,Casual,Lee Men's Guns Cardinal T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/20e66aa3b1470649b19417cb78956116_images.jpg
41984,boys,Apparel,topwear,tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Around The World White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/40d02553865d4afe0a55c01e995ab6ce_images.jpg
38342,girls,Apparel,topwear,tops,White,Summer,2012.0,Casual,Mr. Men Little Miss Girls White Top,top,http://assets.myntassets.com/v1/images/style/properties/be06f524c657558ce1e79871f64edcb6_images.jpg
40258,men,Apparel,topwear,shirts,White,Summer,2012.0,Casual,Scullers Men White & Navy Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/dded6da4a02dcfe22981a7834e3a0712_images.jpg
19697,men,Apparel,topwear,shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/d76cfd295aac39fb6dc0c3e132750e87_images.jpg
27198,women,Apparel,dress,dresses,Blue,Summer,2012.0,Casual,Doodle Kids Girl Printed Blue Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/33a16ff85836c7c8bd05a567bcfd0035_images.jpg
18745,women,Apparel,topwear,tops,Purple,Fall,2011.0,Casual,Arrow Woman Cola Purple Top,top,http://assets.myntassets.com/v1/images/style/properties/d2c0fd3418188c548e81427ab0120ee4_images.jpg
7288,men,Apparel,topwear,tshirts,Grey,Fall,2011.0,Casual,Mickey Men's Big Happy Face Grey Heather T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/10163a270e4b29155d91a4d4153a6a6f_images.jpg
26876,women,Apparel,topwear,tops,White,Summer,2012.0,Casual,Jealous 21 Women White Top,top,http://assets.myntassets.com/v1/images/style/properties/21aba096b65e15b08bd850cd363067bf_images.jpg
30913,women,Apparel,topwear,kurtis,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Kurti,top,http://assets.myntassets.com/v1/images/style/properties/7c35b2e4779659e996a2fbcbff86544f_images.jpg
4290,men,Apparel,topwear,tshirts,Maroon,Summer,2011.0,Casual,Tantra Men's India Rocks Burgandy T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/a629ac45d3fa23a2144a3fc86e51379d_images.jpg
14715,men,Apparel,topwear,shirts,White,Fall,2011.0,Formal,Indigo Nation Men Formal Shirt White Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/da707cc0164621af16a2e227e4128daf_images.jpg
37597,boys,Apparel,topwear,tshirts,White,Summer,2012.0,Casual,Madagascar3 Boys White Printed T-Shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/bbe775bc79479d643fe9bc4af237048d_images.jpg
11267,men,Apparel,bottomwear,trousers,Black,Fall,2011.0,Formal,Indigo Nation Men Black self structure Black Trousers,pantalon,http://assets.myntassets.com/v1/images/style/properties/32cd7e4a57e2cb5ce5ac23e33ac13603_images.jpg
44859,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Puma Men Black Ferrari Polo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/38e583160dd619f4fcd8beca7c7d8970_images.jpg
2167,men,Apparel,topwear,shirts,Blue,Summer,2011.0,Casual,Probase Men Blue & White Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/5804ef23c9bfc0b720d3cdb7b4b903de_images.jpg
42392,women,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Flying Machine Women Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/e1dfc4b710f03f4b4f09da34a879c0aa_images.jpg
31660,men,Apparel,topwear,shirts,Black,Summer,2012.0,Casual,Indigo Nation Men Printed Black Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/333004b882f19b36eace7f9128660010_images.jpg
50657,men,Apparel,loungewear and nightwear,lounge shorts,Black,Winter,2016.0,Sports,Chromozome Men Black Lounge Shorts,short,http://assets.myntassets.com/v1/images/style/properties/fef18b7579aeb63556443124d4b6ffed_images.jpg
17190,men,Apparel,topwear,shirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Checks Navy Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/e0d012a602bcaef57eefec1a7a9a2bd2_images.jpg
16042,men,Apparel,topwear,shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/216f6d70ba3a383b9cf0e8d5ff612854_images.jpg
3889,men,Apparel,topwear,tshirts,Red,Summer,2011.0,Casual,Wrangler Men's Racing Big Print Red T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/2f2677259ea8e71cf9f63d1d702cc7d6_images.jpg
46732,boys,Apparel,bottomwear,shorts,Khaki,Summer,2012.0,Casual,Gini and Jony Boys Khaki Bermuda Shorts,short,http://assets.myntassets.com/v1/images/style/properties/8ac464a7ba26ab1822bab8384c7e7f9b_images.jpg
19836,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Blue & WIne Check Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/US-Polo-Assn-Men-BBlue---WIne-Check-Shirt_597dd85f01b5cb7103979f720666cb66_images.jpg
27537,men,Apparel,topwear,shirts,Green,Summer,2012.0,Casual,Scullers Men Check Green & Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/3edf7bca6204af86bf09f3491749ff1b_images.jpg
31452,men,Apparel,topwear,tshirts,Grey,Summer,2012.0,Sports,Nike Men Compression Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/beafca76267d450c1456056028614b96_images.jpg
3287,men,Apparel,topwear,tshirts,Blue,Summer,2011.0,Casual,Guerrilla Men's Madagascar Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/9f8c15cf97a2dd6fd8d6ff68450cfc6c_images.jpg
23197,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Casual,Highlander Men Blue Check Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/d6c33523c0df1fc530fcd1fc50f99bf0_images.jpg
5170,men,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,Ed Hardy Men's Sports Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/918c0b980b929ed289b51746983863b4_images.jpg
14527,men,Apparel,topwear,shirts,Brown,Fall,2011.0,Formal,Mark Taylor Men Light Brown & White Striped Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/5e2b26cc241acc45c383e34fa5a75914_images.jpg
11055,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/97fb9d7d3cf37026331c2c8772ffc94b_images.jpg
10187,men,Apparel,topwear,shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Hot Stepper Black Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/2185c6c3f5d47abcb4bce0f492c9c13d_images.jpg
33305,boys,Apparel,topwear,tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Pack of 2 T-shirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/b06e954881508f173b3e61fc8c2eaa1b_images.jpg
31036,men,Apparel,topwear,tshirts,Blue,Summer,2012.0,Casual,Arrow Sport Men Striped Blue Polo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/c17db5f6ac1a889556445322278db316_images.jpg
28927,men,Apparel,topwear,tshirts,Purple,Summer,2012.0,Casual,Mr. Men Printed Purple T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/e2659701d816b68e8be1593c44ae7a3a_images.jpg
27153,men,Apparel,topwear,shirts,Green,Summer,2012.0,Formal,Mark Taylor Men Striped Green Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/ec8ac0f8dc7e09a130ebe2ed1e64225f_images.jpg
16614,men,Apparel,bottomwear,trousers,Brown,Fall,2011.0,Formal,Genesis Men Stripes Brown Trouser,pantalon,http://assets.myntassets.com/v1/images/style/properties/ba4e112d0b37848718bf96c982e1d715_images.jpg
44633,women,Apparel,topwear,tshirts,Magenta,Summer,2012.0,Sports,Nike Women Magenta T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/93f3ff4d7078320123a71f6a73c09ba1_images.jpg
5514,men,Apparel,topwear,tshirts,Grey,Summer,2011.0,Casual,Probase Men's Crack Print Reign Of Rock & Roll Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/c04b832befd0e32ba662f14fd09f2ec5_images.jpg
20376,women,Apparel,topwear,jackets,Blue,Fall,2011.0,Casual,Urban Yoga Women Solid Blue Jacket,abrigo,http://assets.myntassets.com/v1/images/style/properties/eeff5b5859fb7114e5c7556a08999ba3_images.jpg
1988,women,Apparel,topwear,tshirts,Red,Fall,2010.0,Sports,ADIDAS Womens Red Tank T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4fe248d7289152c4dc029bbd8c6dc46e_images.jpg
15091,women,Apparel,topwear,tunics,Blue,Fall,2011.0,Casual,Mother Earth Women Printed Blue Tunics,top,http://assets.myntassets.com/v1/images/style/properties/491dd39706e7d01a2493bc8d2401e5e5_images.jpg
36213,girls,Apparel,topwear,tops,Green,Summer,2012.0,Casual,Gini And Jony Girls Striped Green Top,top,http://assets.myntassets.com/v1/images/style/properties/81cc4b694585c8887b778e5800790159_images.jpg
33761,women,Apparel,topwear,tshirts,Green,Summer,2012.0,Casual,Vero Moda Women Viva Green T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/fd2d251090dddfe3bf567040f13fe469_images.jpg
38389,unisex,Apparel,topwear,tshirts,Blue,Summer,2012.0,Sports,ADIDAS Mumbai Indians Kids Unisex Blue Match Jersey,camiseta,http://assets.myntassets.com/v1/images/style/properties/cdbae9acd2b60338025f3e17bc8647ff_images.jpg
11431,women,Apparel,topwear,tshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Purple T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6c3ab19c115f8b21c0ddb42bb53c689d_images.jpg
20144,men,Apparel,topwear,shirts,White,Fall,2011.0,Casual,Wrangler Men Bull Classic Striped White Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/ef3da8dcddfb0b1ea995f12fc0686e0d_images.jpg
38987,boys,Apparel,topwear,tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Wild West T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/33123d08f96202593c4da1b8637fb9fc_images.jpg
39855,boys,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-Shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6fa45d21a0d6194932652bfcaf4c0e2b_images.jpg
33553,men,Apparel,topwear,shirts,Green,Summer,2012.0,Casual,Wrangler Men Exeter Check Green Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/81eae17b8bd1e2f872241acfb78ccd64_images.jpg
13154,men,Apparel,topwear,tshirts,Black,Fall,2011.0,Casual,Puma Men Scribble Black Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/e0ce6bb4b22b41e620d8ed6ca0909980_images.jpg
27361,men,Apparel,topwear,tshirts,Blue,Fall,2011.0,Casual,Tantra Men Cryptic Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/a8f169258cf6729ffa978c51825f47ba_images.jpg
43624,women,Apparel,topwear,tops,White,Summer,2012.0,Casual,Vero Moda Women White Top,top,http://assets.myntassets.com/v1/images/style/properties/50f7e1fcc66ef9a3c29f0020c8710c6b_images.jpg
22613,men,Apparel,topwear,tshirts,Grey,Fall,2011.0,Sports,Nike Men Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/b183d8fb9fe235d9b033157fc619fb77_images.jpg
16426,men,Apparel,topwear,tshirts,Green,Fall,2011.0,Casual,Levi's Men Printed Green Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/2680709de309a288e39ff767ab8239e1_images.jpg
8805,men,Apparel,topwear,shirts,Black,Fall,2011.0,Casual,Scullers Men Scul White Black Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/638512bb4a8c0c9f1b26292a350e3516_images.jpg
47284,women,Apparel,topwear,tshirts,White,Summer,2012.0,Casual,Myntra Women Pack of 3 T-shirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/5433b98f0b5bcd400b9a55bbe3991921_images.jpg
26075,men,Apparel,topwear,shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/dd96b55b56195ab152100c8ba710beb2_images.jpg
3617,men,Apparel,topwear,tshirts,Red,Summer,2011.0,Sports,Puma Men's Deccan Chargers Red T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/d152e89f8cd63a972e9bdb1eb879db4d_images.jpg
13392,men,Apparel,topwear,shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/9442c504e3ada67393ecb1fd82ed0f33_images.jpg
4432,men,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Wrangler Men's Bullrider Striper Polo White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/12b06fa1f772b56c79493e21a1c0ba81_images.jpg
40267,men,Apparel,topwear,tshirts,White,Summer,2012.0,Casual,Scullers Men Striped White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/a0eae150cac65949a07e5a96ffb02669_images.jpg
32647,boys,Apparel,topwear,tshirts,Blue,Summer,2012.0,Sports,Nike Kids Boys Contemporary Athlete Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/Nike-Kids-Boys-Contemporary-Athlete-Blue-T-shirt_a6a972a28212947a640b4fcd16b81f76_images.jpg
38973,men,Apparel,topwear,shirts,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Check Slim Fit Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/157d2eec45dea56e14e125257e97b1ed_images.jpg
40055,men,Apparel,topwear,tshirts,Blue,Summer,2012.0,Sports,ADIDAS Men Blue Basketball Jersey,camiseta,http://assets.myntassets.com/v1/images/style/properties/32af5cd7af8b41729d68c3ef387f092e_images.jpg
32475,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Proline Men Black & Yellow Colourblocked Polo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/d032de370f8afe269828eedac7db75c2_images.jpg
3425,men,Apparel,topwear,tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's Anyone Who Says Navy Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4eb31e1db01d9dd591569bd654573c96_images.jpg
30322,men,Apparel,topwear,tshirts,Teal,Summer,2012.0,Casual,Myntra Men Hawai 2 Teal T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/85f41e7e45bfffe1c2d01fb43bcd15e3_images.jpg
48238,boys,Apparel,topwear,tshirts,White,Summer,2012.0,Casual,Avengers Boys White Printed T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4eca5f3b6058e978fc7451d675b6bb5c_images.jpg
6157,men,Apparel,topwear,tshirts,Grey,Summer,2011.0,Casual,Lee Men's Hand Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/8088f6da725a3609b99df6b096aaf5a8_images.jpg
47270,men,Apparel,innerwear,boxers,Blue,Summer,2016.0,Casual,FCUK Underwear Blue Printed Boxers,short,http://assets.myntassets.com/v1/images/style/properties/11b23d9353ba10cddcf22e82a4235ce6_images.jpg
17500,men,Apparel,topwear,tshirts,Navy Blue,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Polo T-Shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/953218f643d2c6cbb108fafff2ca0e41_images.jpg
4264,women,Apparel,topwear,tshirts,Red,Summer,2011.0,Casual,Jealous 21 Women's Always Late But Burgundy Red T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/2f67960ac22dad368a57cb3d8237c0cb_images.jpg
15633,men,Apparel,topwear,tshirts,Black,Fall,2011.0,Sports,Nike Men AS Manu Authantic Black Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/485fa79e150af444a57c53e0bdd62812_images.jpg
21406,men,Apparel,topwear,tshirts,Navy Blue,Fall,2011.0,Casual,Locomotive Men Printed Navy Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/ede06ca941492ea8ee4e18c885acedf3_images.jpg
24948,women,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/ed2bb41cdc7a90443c9b261910ace2fa_images.jpg
11293,men,Apparel,bottomwear,jeans,,Fall,2016.0,Casual,Wrangler Men Blue Texas Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/73a991cb06f2aafb5873e575e4f7fa71_images.jpg
40431,women,Apparel,dress,dresses,Navy Blue,Summer,2012.0,Casual,Tonga Women Navy Blue Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/e229ad3c48766067460ae5811ed26dd6_images.jpg
24174,women,Apparel,topwear,kurtis,Turquoise Blue,Fall,2011.0,Ethnic,Aurelia Women Turquoise Blue Kurti,top,http://assets.myntassets.com/v1/images/style/properties/fb4f25fc384b4baa9c9677ad8d286a49_images.jpg
10341,men,Apparel,topwear,tshirts,Pink,Fall,2011.0,Casual,United Colors of Benetton Men Printed Pink Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/939140f3af4a79f3eb2f6cdde64eb76f_images.jpg
2193,men,Apparel,bottomwear,shorts,Navy Blue,Fall,2010.0,Sports,ADIDAS Men Navy Short,short,http://assets.myntassets.com/v1/images/style/properties/78eeac463fa60bbd3d5e154373774cde_images.jpg
42366,women,Apparel,topwear,shirts,Pink,Summer,2012.0,Casual,Flying Machine Women Multicoloured Printed Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/8fbd4a58d5fa31ab4433c6e8b2e91355_images.jpg
17164,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/3852ebf35fc849f2528774879be89fa6_images.jpg
26411,men,Apparel,topwear,shirts,Red,Summer,2012.0,Casual,Turtle Men Check Red Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/5741a859b0b47d3cdec2d1fab8286545_images.jpg
12624,men,Apparel,topwear,tshirts,Green,Fall,2011.0,Casual,Probase Men Printed Green Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/017eb89ade0b3257aeb5d50a66a1691d_images.jpg
3273,men,Apparel,topwear,tshirts,Green,Summer,2011.0,Casual,Guerrilla Men's God's Sent Green T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/63aa5dae0cda573a53315fbe44749285_images.jpg
23163,men,Apparel,topwear,tshirts,Navy Blue,Fall,2011.0,Casual,Mark Taylor Men Navy Blue Printed T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/b9a4b6d924242fe7f8a19b3ad243a6ef_images.jpg
6701,men,Apparel,topwear,tshirts,Navy Blue,Summer,2011.0,Casual,UCB Men's The Graphic Alien Print Navy Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/30fb43b4f34b0cf2c3470b342ac844f6_images.jpg
16284,men,Apparel,topwear,tshirts,Red,Fall,2011.0,Casual,Peter England Men Printed Red TShirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/423b2d7b3cf2f07d13cbe178cf6fa435_images.jpg
4056,men,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Myntra Men's Yoga White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/da2ee9f58fed3f8a660f11c9f25a5946_images.jpg
37751,men,Apparel,topwear,shirts,Red,Summer,2012.0,Casual,John Players Men Check Red Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/e3e0678c91471c5d84345553e6df2d99_images.jpg
5184,men,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,Mickey Men's Goofy Is Happy Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6c6d13df434543d71c69be58e26f18a1_images.jpg
48493,women,Apparel,bottomwear,skirts,Black,Winter,2011.0,Casual,French Connection Women Black Skirt,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Black-Skirts_2bff6aa77d4addd77bda73151b6ec8e8_images.jpg
30589,men,Apparel,topwear,tshirts,Blue,Summer,2012.0,Casual,Nike Men Club Pique Polo Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/13c076095b5dee5c5794d454fdefc4b6_images.jpg
5179,men,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,Batman Men's Logo Dripping Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/1bbbdb8ec6358bb67d598eadb6440064_images.jpg
5945,men,Apparel,topwear,shirts,Blue,Summer,2011.0,Casual,Locomotive Men Blue Checked Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/de1f2662bdccea8ce47864af44771090_images.jpg
4897,women,Apparel,topwear,tops,Yellow,Summer,2011.0,Casual,Levis Kids Girl's Diane Yellow Kidswear,top,http://assets.myntassets.com/v1/images/style/properties/fe619a2bc99887f0240e81e497360da7_images.jpg
4299,men,Apparel,topwear,tshirts,Green,Summer,2011.0,Casual,Tantra Men's Friends Olive Green T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/cb27d80923723e003be095bfb9a38e16_images.jpg
44850,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Puma Men Black Ferrari Logo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/60f593f111118efd9688403a46ed2132_images.jpg
45982,women,Apparel,topwear,tops,Blue,Fall,2012.0,Casual,Tokyo Talkies Women Blue Top,top,http://assets.myntassets.com/v1/images/style/properties/Tokyo-Talkies-Women-Blue-Top_315ae0ca9c48b7cd4ab0278a743cb452_images.jpg
8454,women,Apparel,topwear,tops,White,Fall,2011.0,Casual,Jealous 21 Women Jealous Ranae White Top White Tops,top,http://assets.myntassets.com/v1/images/style/properties/f3d5ccde578b88263f4c9b46b082758d_images.jpg
19003,women,Apparel,topwear,sweatshirts,Red,Summer,2011.0,Casual,ADIDAS Originals Women Trefoil Hoodie Red Sweatshirt,abrigo,http://assets.myntassets.com/v1/images/style/properties/9981051a1659757b3fd78712f65dfdbc_images.jpg
43249,women,Apparel,bottomwear,jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Skinny Thunder Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/Denizen-Men-Blue-Jeans_4f8c26db416996ca86c42400dfb70c14_images.jpg
3880,men,Apparel,topwear,tshirts,Grey,Summer,2011.0,Casual,Wrangler Men's Burnt Out Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/9677d82a5e6cac39a6150943577adf30_images.jpg
29696,men,Apparel,topwear,shirts,Purple,Summer,2012.0,Formal,John Miller Men Striped Purple Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/4fc9f5d8f4aa0add1b8820d499203ba3_images.jpg
17199,men,Apparel,topwear,sweaters,Grey,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Grey Sweater,abrigo,http://assets.myntassets.com/v1/images/style/properties/25ddc6c4e94ccad4b0bfff4214734c18_images.jpg
57823,women,Apparel,topwear,tshirts,White,Fall,2012.0,Casual,United Colors of Benetton Women White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-White-T-shirt_d597d6590742825ce19849664d3a3386_images.jpg
27368,men,Apparel,topwear,tshirts,Red,Fall,2011.0,Casual,Tantra Men Hippy Red T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/85a61a959dcdd2b3a1fd9eed8763f52a_images.jpg
6996,men,Apparel,topwear,tshirts,Brown,Spring,2011.0,Casual,Classic Polo Men's State Athletic Brown T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/0e5b8b59dc752e86708a2231b6bcd51f_images.jpg
8030,men,Apparel,bottomwear,track pants,Grey,Fall,2011.0,Sports,Fila Men's Basic Cotton Lower Grey Track Pant,pantalon,http://assets.myntassets.com/v1/images/style/properties/23ccaed85d44f9142d73de7b44cd735e_images.jpg
13961,women,Apparel,topwear,sweaters,Pink,Fall,2011.0,Casual,Jealous 21 Women Solid Pink Sweaters,abrigo,http://assets.myntassets.com/v1/images/style/properties/2803076553584dc806bd2d94061db427_images.jpg
2738,boys,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Disney Kids Boy's Double Fun Kidswear,camiseta,http://assets.myntassets.com/v1/images/style/properties/98e2cbda9777f1f29169df99f43d52d4_images.jpg
19655,women,Apparel,topwear,tshirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Printed Grey TShirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/a8c714c7f54bbdbc958f9c82bebde42c_images.jpg
26088,men,Apparel,topwear,shirts,Purple,Summer,2012.0,Formal,John Miller Men Striped Purple Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/4a5f7c665cec98b105d6603e6d64c519_images.jpg
8202,men,Apparel,topwear,tshirts,Grey,Summer,2011.0,Casual,Locomotive Men Landon Grey T-Shirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/162f1a93ace6d48815b5c1ddadfbb426_images.jpg
1981,women,Apparel,bottomwear,shorts,Green,Fall,2010.0,Casual,Puma Women's Island Green Shorts,short,http://assets.myntassets.com/v1/images/style/properties/45648f6e3547de2ef61e2aab3a805dff_images.jpg
41348,men,Apparel,bottomwear,jeans,Navy Blue,Summer,2016.0,Casual,Wrangler Men Navy Blue Skanders Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/ac4376a07f6c5e4d9f24e48d5a7634e3_images.jpg
11438,women,Apparel,topwear,tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women  Winter Black Top,top,http://assets.myntassets.com/v1/images/style/properties/e70f7fa523f402a69173ec1d9d7a6ef5_images.jpg
37932,women,Apparel,topwear,tunics,Pink,Summer,2012.0,Casual,Mineral Women Floral Pink Tunic,top,http://assets.myntassets.com/v1/images/style/properties/fdb89df070054ba7cc44d95dbd5091ba_images.jpg
6962,men,Apparel,topwear,shirts,Navy Blue,Summer,2011.0,Casual,s.Oliver Men White Red Checks Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/52a51d7e2bb21cd0cdcc454695ebfbee_images.jpg
13995,women,Apparel,topwear,jackets,Blue,Fall,2011.0,Sports,Nike Women Solid Blue Jackets,abrigo,http://assets.myntassets.com/v1/images/style/properties/e6e11d35b8eff87f601948012689ec64_images.jpg
17509,men,Apparel,topwear,tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Polo T-Shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/3d26c2ba64b3f979c8190b5e187563d5_images.jpg
